# r numerical exact
6.95496 0.00551919 0.00663425
6.9779 0.00536877 0.00650518
7.00112 0.00521863 0.00637707
7.0246 0.00506874 0.00624993
7.04837 0.00491908 0.00612377
7.07243 0.00476964 0.00599861
7.09679 0.00462038 0.00587444
7.12144 0.00447128 0.00575129
7.1464 0.00432231 0.00562917
7.17167 0.00417346 0.0055081
7.19727 0.0040247 0.00538809
7.22318 0.00387599 0.00526915
7.24943 0.00372731 0.00515132
7.276 0.00357863 0.0050346
7.30292 0.00342993 0.00491902
7.33018 0.00328118 0.00480462
7.35778 0.00313235 0.00469141
7.38573 0.00298341 0.00457942
7.41403 0.00283435 0.00446869
7.44269 0.00268512 0.00435926
7.47169 0.00253573 0.00425115
7.50103 0.00238613 0.00414442
7.53072 0.00223633 0.00403911
7.56074 0.0020863 0.00393527
7.5911 0.00193605 0.00383295
7.62176 0.00178556 0.0037322
7.65274 0.00163484 0.00363309
7.68399 0.00148389 0.00353566
7.71552 0.00133275 0.00343999
7.74729 0.00118142 0.00334614
7.77928 0.00102993 0.00325417
7.81146 0.00087833 0.00316415
7.84381 0.000726656 0.00307613
7.87627 0.000574959 0.00299019
7.90883 0.000423293 0.00290636
7.94145 0.000271717 0.00282471
7.97407 0.000120292 0.00274527
8 2.43266e-08 0.0026837
